,track_id,artist_name,track_title,track_genres,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,folder
0,2,AWOL,Food,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",-0.8268247563094849,2.5614182134225496,-0.6146201787527438,0.1154908740694498,-0.4155744065851796,0.6372654025607151,-0.3677195789635985,-0.0245928138841055,-0.2394298412069328,-0.1603981404051169,0.2761525381829804,0.1096936526307914,-0.5001897340108181,-0.072066171653357,0.0989487544496481,0
1,5,AWOL,This World,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",0.0215149155015919,2.256900135365596,-0.0274921041072073,-0.7117572478612456,-0.9433815206648076,0.3587936584496839,0.7745630997134938,0.0830624662130536,-0.7175437182904975,-0.6158074184196295,-0.0515542284639268,-0.5036907980687735,0.1586685719038301,-0.0643887921051613,0.0013378011021271,0
2,5,AWOL,This World,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",-0.449315628950861,2.7125315239957675,1.3394647424444537,-0.0964946177699245,-0.7671639039523066,-0.2830375915904614,0.5472364206662084,-0.2326485240523611,0.0898960525947615,-0.6398736256731204,-0.1339825800833984,0.1269221742477123,0.2995361536200857,0.1424960651205627,-0.1089087009483183,0
3,5,AWOL,This World,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",0.0215149155015919,2.256900135365596,-0.0274921041072073,-0.7117572478612456,-0.9433815206648076,0.3587936584496839,0.7745630997134938,0.0830624662130536,-0.7175437182904975,-0.6158074184196295,-0.0515542284639268,-0.5036907980687735,0.1586685719038301,-0.0643887921051613,0.0013378011021271,0
4,5,AWOL,This World,"[{'genre_id': '21', 'genre_title': 'Hip-Hop', 'genre_url': 'http://freemusicarchive.org/genre/Hip-Hop/'}]",-0.449315628950861,2.7125315239957675,1.3394647424444537,-0.0964946177699245,-0.7671639039523066,-0.2830375915904614,0.5472364206662084,-0.2326485240523611,0.0898960525947615,-0.6398736256731204,-0.1339825800833984,0.1269221742477123,0.2995361536200857,0.1424960651205627,-0.1089087009483183,0
5,10,Kurt Vile,Freeway,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",-2.314377847847642,-0.3504898026736023,-0.8301311229445307,1.2997441843910271,0.5270606249645953,-0.8516249626089332,-0.4060554785188931,-0.1074517386289503,0.3112756740499522,0.2812534629230609,-0.0004103217656323,-0.0394915701821065,0.0054464230403403,0.279860562345799,-0.1184695888107636,0
6,10,Kurt Vile,Freeway,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",-2.576699867976727,-4.147854954445073,1.0320105726731417,1.4264327453535663,1.7219579397737592,-0.356430126848567,-0.7468899596744272,-0.1067056984312836,-0.2928391370985457,-0.0720893701774333,-0.072995284988983,-0.0540182894814309,0.2213280676265887,-0.0323057478636813,0.0833098604031169,1
7,10,Kurt Vile,Freeway,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",-2.314377847847642,-0.3504898026736023,-0.8301311229445307,1.2997441843910271,0.5270606249645953,-0.8516249626089332,-0.4060554785188931,-0.1074517386289503,0.3112756740499522,0.2812534629230609,-0.0004103217656323,-0.0394915701821065,0.0054464230403403,0.279860562345799,-0.1184695888107636,0
8,10,Kurt Vile,Freeway,"[{'genre_id': '10', 'genre_title': 'Pop', 'genre_url': 'http://freemusicarchive.org/genre/Pop/'}]",-2.576699867976727,-4.147854954445073,1.0320105726731417,1.4264327453535663,1.7219579397737592,-0.356430126848567,-0.7468899596744272,-0.1067056984312836,-0.2928391370985457,-0.0720893701774333,-0.072995284988983,-0.0540182894814309,0.2213280676265887,-0.0323057478636813,0.0833098604031169,1
9,20,Nicky Cook,Spiritual Level,"[{'genre_id': '76', 'genre_title': 'Experimental Pop', 'genre_url': 'http://freemusicarchive.org/genre/Experimental_Pop/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",1.23469131737875,1.310766382606189,1.4171008371617395,0.0673680475507717,0.8351971530960162,-0.9408965127614692,-0.0288088098499163,-0.869343122945641,0.1999837552034201,0.0523593612572691,-0.3299940461025605,-0.526937573859241,-0.5618994779937672,0.0041267564537018,0.0737517552995972,0
10,20,Nicky Cook,Spiritual Level,"[{'genre_id': '76', 'genre_title': 'Experimental Pop', 'genre_url': 'http://freemusicarchive.org/genre/Experimental_Pop/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",2.018963733450431,-0.9296367505740272,-0.4476106947568525,1.4151175110539618,-1.7163893651499575,0.5569712379744166,1.248548103568141,0.3358819468583589,0.3719327393442133,0.0003784771136889,0.0523982177357973,-0.6088156798197398,-0.4567798887561175,0.2216305024728158,0.2105249737869932,0
11,20,Nicky Cook,Spiritual Level,"[{'genre_id': '76', 'genre_title': 'Experimental Pop', 'genre_url': 'http://freemusicarchive.org/genre/Experimental_Pop/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",1.23469131737875,1.310766382606189,1.4171008371617395,0.0673680475507717,0.8351971530960162,-0.9408965127614692,-0.0288088098499163,-0.869343122945641,0.1999837552034201,0.0523593612572691,-0.3299940461025605,-0.526937573859241,-0.5618994779937672,0.0041267564537018,0.0737517552995972,0
12,20,Nicky Cook,Spiritual Level,"[{'genre_id': '76', 'genre_title': 'Experimental Pop', 'genre_url': 'http://freemusicarchive.org/genre/Experimental_Pop/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",2.018963733450431,-0.9296367505740272,-0.4476106947568525,1.4151175110539618,-1.7163893651499575,0.5569712379744166,1.248548103568141,0.3358819468583589,0.3719327393442133,0.0003784771136889,0.0523982177357973,-0.6088156798197398,-0.4567798887561175,0.2216305024728158,0.2105249737869932,0
13,26,Nicky Cook,Where is your Love?,"[{'genre_id': '76', 'genre_title': 'Experimental Pop', 'genre_url': 'http://freemusicarchive.org/genre/Experimental_Pop/'}, {'genre_id': '103', 'genre_title': 'Singer-Songwriter', 'genre_url': 'http://freemusicarchive.org/genre/Singer-Songwriter/'}]",2.5055026631457884,0.5253200252012931,0.5777139381598084,-2.0121868077702865,-0.3146639330796075,0.0816492504155581,0.0378809836351885,-0.2536698451726749,0.239912777375987,0.0335861399843376,-0.8074894033237303,0.0757665726204664,-0.0247306538925858,-0.2326230116067479,-0.2403306891347823,0
